tarefa,tipo,tecnica,input_texto,resposta,esperado,acuracia,tokens_prompt,tokens_resposta,tempo_ms
classificacao_sentimento,classificacao,zero_shot,Produto excelente! Chegou antes do prazo e a qualidade superou minhas expectativas. Recomendo demais,POSITIVO,POSITIVO,1.0,174,75,11570
classificacao_sentimento,classificacao,zero_shot,Péssima experiência. O produto veio com defeito e o atendimento ao cliente foi horrível. Nunca mais ,NEGATIVO,NEGATIVO,1.0,179,31,1622
classificacao_sentimento,classificacao,zero_shot,"O produto é ok, nada de especial. O preço é bom mas a qualidade poderia ser melhor. Entrega dentro d",MISTO,MISTO,1.0,179,221,8590
classificacao_sentimento,classificacao,zero_shot,Recebi o pedido ontem. É um fone de ouvido bluetooth modelo XR-200.,NEUTRO,NEUTRO,1.0,171,61,2854
classificacao_sentimento,classificacao,zero_shot,"Adorei a embalagem e o design do produto, mas infelizmente parou de funcionar depois de uma semana d",MISTO,MISTO,1.0,181,83,3106
classificacao_sentimento,classificacao,zero_shot,"Comprei para dar de presente e a pessoa amou! Material resistente, acabamento perfeito e chegou muit",POSITIVO,POSITIVO,1.0,178,61,2375
classificacao_sentimento,classificacao,zero_shot,Produto não corresponde à descrição do anúncio. As fotos mostram um material completamente diferente,NEGATIVO,NEGATIVO,1.0,177,57,2337
classificacao_sentimento,classificacao,few_shot,Produto excelente! Chegou antes do prazo e a qualidade superou minhas expectativas. Recomendo demais,POSITIVO,POSITIVO,1.0,258,71,2941
classificacao_sentimento,classificacao,few_shot,Péssima experiência. O produto veio com defeito e o atendimento ao cliente foi horrível. Nunca mais ,NEGATIVO,NEGATIVO,1.0,263,63,2412
classificacao_sentimento,classificacao,few_shot,"O produto é ok, nada de especial. O preço é bom mas a qualidade poderia ser melhor. Entrega dentro d",MISTO,MISTO,1.0,263,100,3571
classificacao_sentimento,classificacao,few_shot,Recebi o pedido ontem. É um fone de ouvido bluetooth modelo XR-200.,NEUTRO,NEUTRO,1.0,255,64,2393
classificacao_sentimento,classificacao,few_shot,"Adorei a embalagem e o design do produto, mas infelizmente parou de funcionar depois de uma semana d",MISTO,MISTO,1.0,265,96,3367
classificacao_sentimento,classificacao,few_shot,"Comprei para dar de presente e a pessoa amou! Material resistente, acabamento perfeito e chegou muit",POSITIVO,POSITIVO,1.0,262,56,2105
classificacao_sentimento,classificacao,few_shot,Produto não corresponde à descrição do anúncio. As fotos mostram um material completamente diferente,NEGATIVO,NEGATIVO,1.0,261,54,2057
classificacao_sentimento,classificacao,chain_of_thought,Produto excelente! Chegou antes do prazo e a qualidade superou minhas expectativas. Recomendo demais,POSITIVO,POSITIVO,1.0,269,51,2138
classificacao_sentimento,classificacao,chain_of_thought,Péssima experiência. O produto veio com defeito e o atendimento ao cliente foi horrível. Nunca mais ,NEGATIVO,NEGATIVO,1.0,274,63,2322
classificacao_sentimento,classificacao,chain_of_thought,"O produto é ok, nada de especial. O preço é bom mas a qualidade poderia ser melhor. Entrega dentro d",MISTO,MISTO,1.0,274,212,6993
classificacao_sentimento,classificacao,chain_of_thought,Recebi o pedido ontem. É um fone de ouvido bluetooth modelo XR-200.,NEUTRO,NEUTRO,1.0,266,86,3051
classificacao_sentimento,classificacao,chain_of_thought,"Adorei a embalagem e o design do produto, mas infelizmente parou de funcionar depois de uma semana d",MISTO,MISTO,1.0,276,84,3014
classificacao_sentimento,classificacao,chain_of_thought,"Comprei para dar de presente e a pessoa amou! Material resistente, acabamento perfeito e chegou muit",POSITIVO,POSITIVO,1.0,273,54,2041
classificacao_sentimento,classificacao,chain_of_thought,Produto não corresponde à descrição do anúncio. As fotos mostram um material completamente diferente,NEGATIVO,NEGATIVO,1.0,272,92,3223
classificacao_sentimento,classificacao,role_prompting,Produto excelente! Chegou antes do prazo e a qualidade superou minhas expectativas. Recomendo demais,POSITIVO,POSITIVO,1.0,302,49,2401
classificacao_sentimento,classificacao,role_prompting,Péssima experiência. O produto veio com defeito e o atendimento ao cliente foi horrível. Nunca mais ,NEGATIVO,NEGATIVO,1.0,307,59,2219
classificacao_sentimento,classificacao,role_prompting,"O produto é ok, nada de especial. O preço é bom mas a qualidade poderia ser melhor. Entrega dentro d",MISTO,MISTO,1.0,307,90,3185
classificacao_sentimento,classificacao,role_prompting,Recebi o pedido ontem. É um fone de ouvido bluetooth modelo XR-200.,NEUTRO,NEUTRO,1.0,299,54,2036
classificacao_sentimento,classificacao,role_prompting,"Adorei a embalagem e o design do produto, mas infelizmente parou de funcionar depois de uma semana d",MISTO,MISTO,1.0,309,100,3497
classificacao_sentimento,classificacao,role_prompting,"Comprei para dar de presente e a pessoa amou! Material resistente, acabamento perfeito e chegou muit",POSITIVO,POSITIVO,1.0,306,56,2125
classificacao_sentimento,classificacao,role_prompting,Produto não corresponde à descrição do anúncio. As fotos mostram um material completamente diferente,NEGATIVO,NEGATIVO,1.0,305,58,2167
extracao_dados_pedido,extracao,zero_shot,"Comprei um Notebook Dell Inspiron 15 por R$3.500,00 e veio com pixels mortos na tela. Pedido #45821.","{""produto"":""Notebook Dell Inspiron 15"",""preco"":""R$3.500,00"",""problema"":""pixels mortos na tela"",""pedido"":""45821""}","{'produto': 'Notebook Dell Inspiron 15', 'preco': 'R$3.500,00', 'problema': 'pixels mortos na tela', 'pedido': '#45821'}",0.75,175,209,6970
extracao_dados_pedido,extracao,zero_shot,"Meu iPhone 14 Pro de R$7.299,00 chegou com a tela trincada. Número do pedido: #78234.","{""produto"":""iPhone 14 Pro"",""preco"":7299.00,""problema"":""tela trincada"",""pedido"":78234}","{'produto': 'iPhone 14 Pro', 'preco': 'R$7.299,00', 'problema': 'tela trincada', 'pedido': '#78234'}",0.5,174,197,6541
extracao_dados_pedido,extracao,zero_shot,"A Smart TV Samsung 55 polegadas que comprei por R$2.800,00 não liga. Pedido #12093.","{""produto"":""Smart TV Samsung 55 polegadas"",""preco"":""R$2.800,00"",""problema"":""não liga"",""pedido"":""12093""}","{'produto': 'Smart TV Samsung 55 polegadas', 'preco': 'R$2.800,00', 'problema': 'não liga', 'pedido': '#12093'}",0.75,171,198,6561
extracao_dados_pedido,extracao,zero_shot,"Recebi o Fone JBL Tune 510BT de R$199,90 e o lado esquerdo não funciona. Meu pedido é o #33456.","{""produto"":""Fone JBL Tune 510BT"",""preco"":""R$199,90"",""problema"":""lado esquerdo não funciona"",""pedido"":""#33456""}","{'produto': 'Fone JBL Tune 510BT', 'preco': 'R$199,90', 'problema': 'lado esquerdo não funciona', 'pedido': '#33456'}",1.0,176,204,6742
extracao_dados_pedido,extracao,zero_shot,"A Cadeira Gamer ThunderX3 de R$1.450,00 veio com o encosto quebrado. Pedido #90812.","{""produto"":""Cadeira Gamer ThunderX3"",""preco"":1450.00,""problema"":""encosto quebrado"",""pedido"":90812}","{'produto': 'Cadeira Gamer ThunderX3', 'preco': 'R$1.450,00', 'problema': 'encosto quebrado', 'pedido': '#90812'}",0.5,172,172,5773
extracao_dados_pedido,extracao,few_shot,"Comprei um Notebook Dell Inspiron 15 por R$3.500,00 e veio com pixels mortos na tela. Pedido #45821.","{""produto"":""Notebook Dell Inspiron 15"",""preco"":""R$3.500,00"",""problema"":""pixels mortos na tela"",""pedido"":""#45821""}","{'produto': 'Notebook Dell Inspiron 15', 'preco': 'R$3.500,00', 'problema': 'pixels mortos na tela', 'pedido': '#45821'}",1.0,339,157,5545
extracao_dados_pedido,extracao,few_shot,"Meu iPhone 14 Pro de R$7.299,00 chegou com a tela trincada. Número do pedido: #78234.","{""produto"":""iPhone 14 Pro"",""preco"":""R$7.299,00"",""problema"":""tela trincada"",""pedido"":""#78234""}","{'produto': 'iPhone 14 Pro', 'preco': 'R$7.299,00', 'problema': 'tela trincada', 'pedido': '#78234'}",1.0,338,181,6028
extracao_dados_pedido,extracao,few_shot,"A Smart TV Samsung 55 polegadas que comprei por R$2.800,00 não liga. Pedido #12093.","{""produto"":""Smart TV Samsung 55 polegadas"",""preco"":""R$2.800,00"",""problema"":""não liga"",""pedido"":""#12093""}","{'produto': 'Smart TV Samsung 55 polegadas', 'preco': 'R$2.800,00', 'problema': 'não liga', 'pedido': '#12093'}",1.0,335,142,4821
extracao_dados_pedido,extracao,few_shot,"Recebi o Fone JBL Tune 510BT de R$199,90 e o lado esquerdo não funciona. Meu pedido é o #33456.","{""produto"":""Fone JBL Tune 510BT"",""preco"":""R$199,90"",""problema"":""lado esquerdo não funciona"",""pedido"":""#33456""}","{'produto': 'Fone JBL Tune 510BT', 'preco': 'R$199,90', 'problema': 'lado esquerdo não funciona', 'pedido': '#33456'}",1.0,340,298,9667
extracao_dados_pedido,extracao,few_shot,"A Cadeira Gamer ThunderX3 de R$1.450,00 veio com o encosto quebrado. Pedido #90812.","{""produto"":""Cadeira Gamer ThunderX3"",""preco"":""R$1.450,00"",""problema"":""encosto quebrado"",""pedido"":""#90812""}","{'produto': 'Cadeira Gamer ThunderX3', 'preco': 'R$1.450,00', 'problema': 'encosto quebrado', 'pedido': '#90812'}",1.0,336,159,5402
extracao_dados_pedido,extracao,chain_of_thought,"Comprei um Notebook Dell Inspiron 15 por R$3.500,00 e veio com pixels mortos na tela. Pedido #45821.","{""produto"":""Notebook Dell Inspiron 15"",""preco"":""R$3.500,00"",""problema"":""pixels mortos na tela"",""pedido"":""45821""}","{'produto': 'Notebook Dell Inspiron 15', 'preco': 'R$3.500,00', 'problema': 'pixels mortos na tela', 'pedido': '#45821'}",0.75,268,224,7479
extracao_dados_pedido,extracao,chain_of_thought,"Meu iPhone 14 Pro de R$7.299,00 chegou com a tela trincada. Número do pedido: #78234.","{""produto"":""iPhone 14 Pro"",""preco"":""R$7.299,00"",""problema"":""tela trincada"",""pedido"":""#78234""}","{'produto': 'iPhone 14 Pro', 'preco': 'R$7.299,00', 'problema': 'tela trincada', 'pedido': '#78234'}",1.0,267,255,8361
extracao_dados_pedido,extracao,chain_of_thought,"A Smart TV Samsung 55 polegadas que comprei por R$2.800,00 não liga. Pedido #12093.","{""produto"":""Smart TV Samsung 55 polegadas"",""preco"":""R$2.800,00"",""problema"":""não liga"",""pedido"":""12093""}","{'produto': 'Smart TV Samsung 55 polegadas', 'preco': 'R$2.800,00', 'problema': 'não liga', 'pedido': '#12093'}",0.75,264,201,6679
extracao_dados_pedido,extracao,chain_of_thought,"Recebi o Fone JBL Tune 510BT de R$199,90 e o lado esquerdo não funciona. Meu pedido é o #33456.","{""produto"":""Fone JBL Tune 510BT"",""preco"":""R$199,90"",""problema"":""lado esquerdo não funciona"",""pedido"":""#33456""}","{'produto': 'Fone JBL Tune 510BT', 'preco': 'R$199,90', 'problema': 'lado esquerdo não funciona', 'pedido': '#33456'}",1.0,269,301,9732
extracao_dados_pedido,extracao,chain_of_thought,"A Cadeira Gamer ThunderX3 de R$1.450,00 veio com o encosto quebrado. Pedido #90812.","{""produto"":""Cadeira Gamer ThunderX3"",""preco"":""R$1.450,00"",""problema"":""encosto quebrado"",""pedido"":""90812""}","{'produto': 'Cadeira Gamer ThunderX3', 'preco': 'R$1.450,00', 'problema': 'encosto quebrado', 'pedido': '#90812'}",0.75,265,280,9068
extracao_dados_pedido,extracao,role_prompting,"Comprei um Notebook Dell Inspiron 15 por R$3.500,00 e veio com pixels mortos na tela. Pedido #45821.","{""produto"":""Notebook Dell Inspiron 15"",""preco"":""R$3.500,00"",""problema"":""pixels mortos na tela"",""pedido"":""45821""}","{'produto': 'Notebook Dell Inspiron 15', 'preco': 'R$3.500,00', 'problema': 'pixels mortos na tela', 'pedido': '#45821'}",0.75,311,334,11055
extracao_dados_pedido,extracao,role_prompting,"Meu iPhone 14 Pro de R$7.299,00 chegou com a tela trincada. Número do pedido: #78234.","{""produto"":""iPhone 14 Pro"",""preco"":7299.00,""problema"":""tela trincada"",""pedido"":78234}","{'produto': 'iPhone 14 Pro', 'preco': 'R$7.299,00', 'problema': 'tela trincada', 'pedido': '#78234'}",0.5,310,133,4550
extracao_dados_pedido,extracao,role_prompting,"A Smart TV Samsung 55 polegadas que comprei por R$2.800,00 não liga. Pedido #12093.","{""produto"":""Smart TV Samsung 55 polegadas"",""preco"":""R$2.800,00"",""problema"":""não liga"",""pedido"":""12093""}","{'produto': 'Smart TV Samsung 55 polegadas', 'preco': 'R$2.800,00', 'problema': 'não liga', 'pedido': '#12093'}",0.75,307,167,5629
extracao_dados_pedido,extracao,role_prompting,"Recebi o Fone JBL Tune 510BT de R$199,90 e o lado esquerdo não funciona. Meu pedido é o #33456.","{""produto"":""Fone JBL Tune 510BT"",""preco"":199.90,""problema"":""lado esquerdo não funciona"",""pedido"":""33456""}","{'produto': 'Fone JBL Tune 510BT', 'preco': 'R$199,90', 'problema': 'lado esquerdo não funciona', 'pedido': '#33456'}",0.5,312,334,10804
extracao_dados_pedido,extracao,role_prompting,"A Cadeira Gamer ThunderX3 de R$1.450,00 veio com o encosto quebrado. Pedido #90812.","{""produto"":""Cadeira Gamer ThunderX3"",""preco"":""R$1.450,00"",""problema"":""encosto quebrado"",""pedido"":""90812""}","{'produto': 'Cadeira Gamer ThunderX3', 'preco': 'R$1.450,00', 'problema': 'encosto quebrado', 'pedido': '#90812'}",0.75,308,166,5519
sumarizacao_review,sumarizacao,zero_shot,Comprei este aspirador robô há três meses e estou muito satisfeito. A navegação por laser mapeia a c,"O aspirador robô apresenta navegação por laser precisa, desvio automático de obstáculos e sucção potente para pelos de animais, com bateria de cerca de 2 h suficiente para limpar 80 m² e aplicativo fu","Aspirador robô com navegação a laser eficiente, boa sucção para pelos de animais, bateria de 2h para 80m². App funcional. Ponto negativo: reservatório pequeno. Custo-benefício positivo por R$2.500.",0.65,256,242,8058
sumarizacao_review,sumarizacao,zero_shot,"Essa cafeteira expresso foi a pior compra que fiz este ano. Primeiro, a embalagem veio amassada. Qua","Pontos positivos: Nenhum aspecto destacado no relato.  
Pontos negativos: Embalagem amassada, manual apenas em inglês, café aguado e sem cremosidade, moedor que trava, vazamento de água, falta de peça","Cafeteira expresso com múltiplos problemas: embalagem danificada, manual só em inglês, café sem qualidade, moedor com travamento, vazamento após 2 semanas. SAC ineficiente sem peças de reposição. Expe",0.47619047619047616,254,204,6802
sumarizacao_review,sumarizacao,zero_shot,Comprei o smartwatch para monitorar meus treinos de corrida. O GPS é bastante preciso e o monitor ca,"O smartwatch entrega GPS preciso, monitor cardíaco confiável e tela AMOLED de alta qualidade, mas a bateria dura apenas cerca de 3 dias com GPS ativo e as notificações do WhatsApp às vezes atrasam. O ","Smartwatch com GPS preciso e bom monitor cardíaco para corrida. Tela AMOLED excelente. Pontos negativos: bateria dura 3 dias (prometiam 7), notificações com atraso, app pouco intuitivo. Hardware bom, ",0.6,242,237,7837
sumarizacao_review,sumarizacao,zero_shot,Tablet para uso escolar do meu filho de 10 anos. A tela de 10 polegadas tem boa resolução para assis,"O tablet de 10 polegadas oferece boa resolução e 64 GB de armazenamento, ideal para vídeo‑aulas e apps educativos, e o modo infantil com controle parental garante tranquilidade. A câmera é fraca e o p","Tablet 10 polegadas bom para uso escolar infantil. Resolução adequada para videoaulas, 64GB suficientes, controle parental eficiente. Câmera fraca e processador básico (trava em jogos pesados), mas ad",0.6428571428571429,245,185,6238
sumarizacao_review,sumarizacao,zero_shot,"Fone de ouvido over-ear com cancelamento de ruído. O ANC é impressionante, bloqueia completamente o ","Os fones over‑ear com ANC bloqueiam completamente o ruído do escritório e do transporte público, apresentam som equilibrado com graves potentes e conforto excepcional, bateria de 30 h e estojos premiu","Fone over-ear com ANC excelente para escritório e transporte. Som equilibrado, confortável para uso prolongado, Bluetooth estável, bateria de 30h. Microfone razoável com eco ocasional. Estojo premium ",0.43478260869565216,254,210,6962
sumarizacao_review,sumarizacao,few_shot,Comprei este aspirador robô há três meses e estou muito satisfeito. A navegação por laser mapeia a c,"Robô aspirador com navegação por laser precisa, desvio de obstáculos, sucção potente para pelos e bateria de 2 h que cobre 80 m², além de app funcional que agenda limpezas. O único ponto negativo é o ","Aspirador robô com navegação a laser eficiente, boa sucção para pelos de animais, bateria de 2h para 80m². App funcional. Ponto negativo: reservatório pequeno. Custo-benefício positivo por R$2.500.",0.75,573,355,11996
sumarizacao_review,sumarizacao,few_shot,"Essa cafeteira expresso foi a pior compra que fiz este ano. Primeiro, a embalagem veio amassada. Qua","Cafeteira expresso com embalagem amassada e manual apenas em inglês, dificultando a montagem. O café saiu aguado, o moedor trava constantemente e, em duas semanas, começou a vazar água. Sem peças de r","Cafeteira expresso com múltiplos problemas: embalagem danificada, manual só em inglês, café sem qualidade, moedor com travamento, vazamento após 2 semanas. SAC ineficiente sem peças de reposição. Expe",0.47619047619047616,571,309,10023
sumarizacao_review,sumarizacao,few_shot,Comprei o smartwatch para monitorar meus treinos de corrida. O GPS é bastante preciso e o monitor ca,"Smartwatch com hardware sólido: GPS preciso, monitor cardíaco confiável e tela AMOLED vibrante que permanece legível ao sol. Contudo, a bateria não cumpre a promessa de 7 dias, atingindo apenas cerca ","Smartwatch com GPS preciso e bom monitor cardíaco para corrida. Tela AMOLED excelente. Pontos negativos: bateria dura 3 dias (prometiam 7), notificações com atraso, app pouco intuitivo. Hardware bom, ",0.56,559,239,7892
sumarizacao_review,sumarizacao,few_shot,Tablet para uso escolar do meu filho de 10 anos. A tela de 10 polegadas tem boa resolução para assis,"Tablet de 10 polegadas com boa resolução, 64 GB de armazenamento e modo infantil bem estruturado, ideal para videoaulas e apps educativos.  
O processador básico faz travar jogos mais pesados e a câme","Tablet 10 polegadas bom para uso escolar infantil. Resolução adequada para videoaulas, 64GB suficientes, controle parental eficiente. Câmera fraca e processador básico (trava em jogos pesados), mas ad",0.5714285714285714,562,295,9574
sumarizacao_review,sumarizacao,few_shot,"Fone de ouvido over-ear com cancelamento de ruído. O ANC é impressionante, bloqueia completamente o ","Fone over‑ear com ANC impressionante, som equilibrado e graves potentes, confortável para uso prolongado e bateria de 30 h. A única falha é o microfone, que às vezes apresenta eco. Por R$1.200, oferec","Fone over-ear com ANC excelente para escritório e transporte. Som equilibrado, confortável para uso prolongado, Bluetooth estável, bateria de 30h. Microfone razoável com eco ocasional. Estojo premium ",0.4782608695652174,571,237,7812
sumarizacao_review,sumarizacao,chain_of_thought,Comprei este aspirador robô há três meses e estou muito satisfeito. A navegação por laser mapeia a c,"Resumo de 2-3 frases: O aspirador robô apresenta navegação por laser precisa, forte sucção que capta pelos de animais, bateria de 2 h suficiente para um apartamento de 80 m² e aplicativo funcional de ","Aspirador robô com navegação a laser eficiente, boa sucção para pelos de animais, bateria de 2h para 80m². App funcional. Ponto negativo: reservatório pequeno. Custo-benefício positivo por R$2.500.",0.75,340,332,10891
sumarizacao_review,sumarizacao,chain_of_thought,"Essa cafeteira expresso foi a pior compra que fiz este ano. Primeiro, a embalagem veio amassada. Qua","Resumo de 2-3 frases:  
**Pontos positivos:** Nenhum aspecto positivo foi mencionado.  
**Pontos negativos:** Embalagem amassada, manual apenas em inglês, café aguado, moedor travando, vazamento de ág","Cafeteira expresso com múltiplos problemas: embalagem danificada, manual só em inglês, café sem qualidade, moedor com travamento, vazamento após 2 semanas. SAC ineficiente sem peças de reposição. Expe",0.47619047619047616,338,249,8294
sumarizacao_review,sumarizacao,chain_of_thought,Comprei o smartwatch para monitorar meus treinos de corrida. O GPS é bastante preciso e o monitor ca,"O smartwatch apresenta GPS preciso, monitor cardíaco confiável e tela AMOLED de alta qualidade, mas a bateria dura apenas 3 dias com GPS ativo e as notificações do WhatsApp são lentas, além de um app ","Smartwatch com GPS preciso e bom monitor cardíaco para corrida. Tela AMOLED excelente. Pontos negativos: bateria dura 3 dias (prometiam 7), notificações com atraso, app pouco intuitivo. Hardware bom, ",0.6,326,285,9446
sumarizacao_review,sumarizacao,chain_of_thought,Tablet para uso escolar do meu filho de 10 anos. A tela de 10 polegadas tem boa resolução para assis,"**Resumo executivo (2‑3 frases):**  
O tablet de 10"" oferece excelente resolução e 64 GB de armazenamento, ideal para videoaulas e apps educativos, além de um modo infantil robusto e uma capa protetor","Tablet 10 polegadas bom para uso escolar infantil. Resolução adequada para videoaulas, 64GB suficientes, controle parental eficiente. Câmera fraca e processador básico (trava em jogos pesados), mas ad",0.6428571428571429,329,241,7996
sumarizacao_review,sumarizacao,chain_of_thought,"Fone de ouvido over-ear com cancelamento de ruído. O ANC é impressionante, bloqueia completamente o ","The over‑ear headphones deliver industry‑class ANC, balanced audio with punchy bass, and a 30‑hour battery life, all wrapped in a comfortable, premium build. The only drawback is an occasional echo on","Fone over-ear com ANC excelente para escritório e transporte. Som equilibrado, confortável para uso prolongado, Bluetooth estável, bateria de 30h. Microfone razoável com eco ocasional. Estojo premium ",0.08695652173913043,338,225,7472
sumarizacao_review,sumarizacao,role_prompting,Comprei este aspirador robô há três meses e estou muito satisfeito. A navegação por laser mapeia a c,"Positivos: navegação por laser mapeia a casa com precisão, desvia de obstáculos sem falhas, sucção potente para pelos de animais, bateria de 2 h cobre 80 m² e o app permite agendar limpezas. Negativo:","Aspirador robô com navegação a laser eficiente, boa sucção para pelos de animais, bateria de 2h para 80m². App funcional. Ponto negativo: reservatório pequeno. Custo-benefício positivo por R$2.500.",0.65,384,203,7073
sumarizacao_review,sumarizacao,role_prompting,"Essa cafeteira expresso foi a pior compra que fiz este ano. Primeiro, a embalagem veio amassada. Qua","The cafeteira expresso falhou em quase todos os aspectos: embalagem danificada, manual apenas em inglês, café aguado, moedor travando, vazamento de água e ausência de peças de reposição. Nenhum ponto ","Cafeteira expresso com múltiplos problemas: embalagem danificada, manual só em inglês, café sem qualidade, moedor com travamento, vazamento após 2 semanas. SAC ineficiente sem peças de reposição. Expe",0.6666666666666666,382,236,7837
sumarizacao_review,sumarizacao,role_prompting,Comprei o smartwatch para monitorar meus treinos de corrida. O GPS é bastante preciso e o monitor ca,"O smartwatch apresenta GPS preciso, monitor cardíaco confiável e tela AMOLED de excelente legibilidade, tornando‑o robusto para corredores.  
Entretanto, a bateria dura apenas cerca de 3 dias com o GP","Smartwatch com GPS preciso e bom monitor cardíaco para corrida. Tela AMOLED excelente. Pontos negativos: bateria dura 3 dias (prometiam 7), notificações com atraso, app pouco intuitivo. Hardware bom, ",0.64,370,287,9546
sumarizacao_review,sumarizacao,role_prompting,Tablet para uso escolar do meu filho de 10 anos. A tela de 10 polegadas tem boa resolução para assis,"O tablet oferece excelente resolução de 10 inches, 64 GB de armazenamento e um modo infantil com controle parental bem desenvolvido, proporcionando segurança e foco no aprendizado. A câmera fraca e o ","Tablet 10 polegadas bom para uso escolar infantil. Resolução adequada para videoaulas, 64GB suficientes, controle parental eficiente. Câmera fraca e processador básico (trava em jogos pesados), mas ad",0.6428571428571429,373,132,5036
sumarizacao_review,sumarizacao,role_prompting,"Fone de ouvido over-ear com cancelamento de ruído. O ANC é impressionante, bloqueia completamente o ","O fone oferece cancelamento de ruído ANC de alta qualidade, som equilibrado com graves potentes sem distorção, conforto excepcional e bateria de 30 h, tudo em um design robusto com estojo premium. A p","Fone over-ear com ANC excelente para escritório e transporte. Som equilibrado, confortável para uso prolongado, Bluetooth estável, bateria de 30h. Microfone razoável com eco ocasional. Estojo premium ",0.391304347826087,382,373,12494
